,UserId,SurveyId,ANS_Q1,ANS_Q2,ANS_Q3,ANS_Q4
1723,345737,2,,-1.0,2.0,
1724,345839,2,,7.0,-1.0,
1725,345882,2,,2.0,-1.0,
1726,346192,2,,-1.0,1.0,
1727,346336,1,4.0,-1.0,,
1728,346390,1,7.0,-1.0,,
1729,346895,2,,3.0,-1.0,
1730,347003,3,,,,
1731,347011,2,,-1.0,7.0,
1732,347233,2,,-1.0,2.0,
1733,347854,3,,,,
1734,347898,1,0.0,-1.0,,
1735,348009,2,,7.0,-1.0,
1736,348089,1,-1.0,3.0,,
1737,348105,2,,-1.0,2.0,
1738,348120,3,,,,
1739,348140,1,2.0,-1.0,,
1740,348168,2,,0.0,-1.0,
1741,348193,1,5.0,-1.0,,
1742,348380,3,,,,
1743,348431,2,,-1.0,5.0,
1744,349469,2,,-1.0,7.0,
1745,349692,3,,,,
1746,350164,3,,,,
1747,350561,3,,,,
1748,350864,1,-1.0,7.0,,
1749,351156,2,,5.0,-1.0,
1750,351342,1,6.0,-1.0,,
1751,351365,1,2.0,-1.0,,
1752,351415,3,,,,
1753,351618,2,,5.0,-1.0,
1754,351775,1,-1.0,4.0,,
1755,352850,1,-1.0,2.0,,
1756,353252,3,,,,
1757,353699,1,0.0,-1.0,,
1758,353837,3,,,,
1759,354753,3,,,,
1760,354787,1,-1.0,9.0,,
1761,354867,2,,-1.0,1.0,
1762,354933,1,-1.0,9.0,,
1763,354989,3,,,,
1764,355022,2,,8.0,-1.0,
1765,355108,2,,0.0,-1.0,
1766,355327,2,,-1.0,2.0,
1767,355595,1,-1.0,0.0,,
1768,355697,1,-1.0,1.0,,
1769,356144,1,8.0,-1.0,,
1770,356662,2,,8.0,-1.0,
1771,356798,1,5.0,-1.0,,
1772,356838,2,,-1.0,7.0,
1773,356964,2,,-1.0,4.0,
1774,356974,1,4.0,-1.0,,
1775,357035,3,,,,
1776,357238,3,,,,
1777,357827,1,-1.0,3.0,,
1778,357883,3,,,,
1779,358340,1,-1.0,7.0,,
1780,358482,2,,-1.0,3.0,
1781,358629,2,,8.0,-1.0,
1782,358950,1,-1.0,1.0,,
1783,359621,1,-1.0,5.0,,
1784,359892,2,,0.0,-1.0,
1785,360209,1,-1.0,5.0,,
1786,360351,3,,,,
1787,360472,3,,,,
1788,360504,2,,-1.0,1.0,
1789,360585,2,,-1.0,2.0,
1790,360778,3,,,,
1791,360803,2,,2.0,-1.0,
1792,361019,2,,5.0,-1.0,
1793,361022,1,-1.0,9.0,,
1794,361103,3,,,,
1795,361680,3,,,,
1796,361736,3,,,,
1797,361767,2,,2.0,-1.0,
1798,361945,3,,,,
1799,362010,1,3.0,-1.0,,
1800,362162,1,0.0,-1.0,,
1801,362321,3,,,,
1802,362356,2,,-1.0,5.0,
1803,362369,2,,-1.0,0.0,
1804,362422,3,,,,
1805,362779,3,,,,
1806,362831,2,,-1.0,3.0,
1807,363199,1,-1.0,6.0,,
1808,363621,3,,,,
1809,363924,1,-1.0,2.0,,
1810,364102,2,,6.0,-1.0,
1811,364322,2,,6.0,-1.0,
1812,364624,2,,-1.0,4.0,
1813,364787,1,5.0,-1.0,,
1814,365019,3,,,,
1815,365204,2,,7.0,-1.0,
1816,365379,3,,,,
1817,365387,2,,8.0,-1.0,
1818,365657,3,,,,
1819,365843,3,,,,
1820,366095,2,,1.0,-1.0,
1821,366268,3,,,,
1822,366324,2,,6.0,-1.0,
1823,366637,1,5.0,-1.0,,
1824,366651,1,0.0,-1.0,,
1825,366764,3,,,,
1826,366799,2,,5.0,-1.0,
1827,367473,3,,,,
1828,367492,3,,,,
1829,367526,2,,2.0,-1.0,
1830,367920,3,,,,
1831,368048,2,,-1.0,4.0,
1832,368369,2,,3.0,-1.0,
1833,368790,3,,,,
1834,369103,1,7.0,-1.0,,
1835,369171,1,4.0,-1.0,,
1836,369409,2,,5.0,-1.0,
1837,369632,3,,,,
1838,370986,1,-1.0,4.0,,
1839,371236,3,,,,
1840,371446,2,,-1.0,7.0,
1841,371497,2,,2.0,-1.0,
1842,372014,3,,,,
1843,372320,2,,-1.0,5.0,
1844,372422,2,,-1.0,7.0,
1845,372435,3,,,,
1846,372449,2,,-1.0,8.0,
1847,372605,3,,,,
1848,372777,2,,6.0,-1.0,
1849,372781,2,,-1.0,3.0,
1850,372972,1,-1.0,8.0,,
1851,373087,3,,,,
1852,373558,2,,4.0,-1.0,
1853,373579,3,,,,
1854,373646,1,0.0,-1.0,,
1855,373695,2,,-1.0,1.0,
1856,373842,2,,-1.0,7.0,
1857,374311,2,,-1.0,2.0,
1858,374701,2,,4.0,-1.0,
1859,375074,3,,,,
1860,375363,1,3.0,-1.0,,
1861,375395,3,,,,
1862,375470,3,,,,
1863,375951,2,,-1.0,0.0,
1864,376438,3,,,,
1865,376606,2,,0.0,-1.0,
1866,376846,3,,,,
1867,376862,2,,5.0,-1.0,
1868,377030,3,,,,
1869,377699,2,,9.0,-1.0,
1870,377885,2,,-1.0,2.0,
1871,377919,2,,1.0,-1.0,
1872,377928,3,,,,
1873,377976,1,-1.0,8.0,,
1874,378275,2,,-1.0,3.0,
1875,378468,2,,-1.0,2.0,
1876,378617,2,,7.0,-1.0,
1877,378765,2,,-1.0,2.0,
1878,379030,1,-1.0,3.0,,
1879,379185,1,-1.0,5.0,,
1880,379287,1,-1.0,8.0,,
1881,379966,3,,,,
1882,380508,1,4.0,-1.0,,
1883,380721,2,,5.0,-1.0,
1884,380900,2,,-1.0,4.0,
1885,380982,3,,,,
1886,381012,2,,9.0,-1.0,
1887,381233,2,,-1.0,9.0,
1888,381503,1,5.0,-1.0,,
1889,381858,3,,,,
1890,381979,2,,-1.0,2.0,
1891,382619,1,0.0,-1.0,,
1892,382641,1,0.0,-1.0,,
1893,382735,3,,,,
1894,382780,3,,,,
1895,382785,2,,8.0,-1.0,
1896,383043,1,7.0,-1.0,,
1897,383265,3,,,,
1898,383325,3,,,,
1899,383788,3,,,,
1900,384292,3,,,,
1901,384566,3,,,,
1902,384683,1,9.0,-1.0,,
1903,385234,2,,-1.0,7.0,
1904,385264,1,8.0,-1.0,,
1905,385665,1,5.0,-1.0,,
1906,386264,1,3.0,-1.0,,
1907,386430,3,,,,
1908,386433,1,8.0,-1.0,,
1909,386566,2,,8.0,-1.0,
1910,386591,2,,4.0,-1.0,
1911,386766,2,,4.0,-1.0,
1912,386773,3,,,,
1913,387006,2,,7.0,-1.0,
1914,387050,3,,,,
1915,387058,1,6.0,-1.0,,
1916,387262,1,6.0,-1.0,,
1917,387472,1,9.0,-1.0,,
1918,387538,1,-1.0,7.0,,
1919,387648,2,,-1.0,3.0,
1920,387871,3,,,,
1921,388093,2,,1.0,-1.0,
1922,388159,3,,,,
1923,388296,3,,,,
1924,388494,1,6.0,-1.0,,
1925,388650,1,3.0,-1.0,,
1926,388820,1,4.0,-1.0,,
1927,388894,3,,,,
1928,389228,1,3.0,-1.0,,
1929,389296,2,,-1.0,6.0,
1930,389385,3,,,,
1931,389571,3,,,,
1932,389747,2,,-1.0,6.0,
1933,389887,1,3.0,-1.0,,
1934,389944,2,,3.0,-1.0,
1935,389970,2,,7.0,-1.0,
1936,390050,1,1.0,-1.0,,
1937,390101,3,,,,
1938,390179,3,,,,
1939,390262,1,-1.0,4.0,,
1940,390269,3,,,,
1941,390562,2,,-1.0,0.0,
1942,390929,1,1.0,-1.0,,
1943,390939,2,,-1.0,4.0,
1944,390969,2,,-1.0,6.0,
1945,391324,3,,,,
1946,391892,1,-1.0,1.0,,
1947,392049,3,,,,
1948,392104,1,-1.0,3.0,,
1949,392136,3,,,,
1950,392332,2,,-1.0,7.0,
1951,392444,2,,8.0,-1.0,
1952,392683,1,3.0,-1.0,,
1953,392796,2,,-1.0,0.0,
1954,392804,2,,-1.0,7.0,
1955,393256,2,,5.0,-1.0,
1956,393262,1,-1.0,9.0,,
1957,393297,1,-1.0,9.0,,
1958,393368,2,,9.0,-1.0,
1959,393391,3,,,,
1960,393733,1,-1.0,7.0,,
1961,394108,2,,7.0,-1.0,
1962,394534,1,4.0,-1.0,,
1963,395677,1,0.0,-1.0,,
1964,395755,1,-1.0,2.0,,
1965,395996,1,0.0,-1.0,,
1966,396134,3,,,,
1967,396165,3,,,,
1968,396338,3,,,,
1969,397297,1,7.0,-1.0,,
1970,397348,2,,-1.0,2.0,
1971,397434,1,0.0,-1.0,,
1972,397479,1,-1.0,8.0,,
1973,397549,2,,-1.0,9.0,
1974,397609,3,,,,
1975,397755,1,-1.0,7.0,,
1976,397844,3,,,,
1977,397971,2,,5.0,-1.0,
1978,398028,2,,-1.0,1.0,
1979,398222,3,,,,
1980,398546,1,-1.0,0.0,,
1981,398584,2,,3.0,-1.0,
1982,398666,2,,4.0,-1.0,
1983,398924,1,0.0,-1.0,,
1984,399088,2,,-1.0,2.0,
1985,399334,3,,,,
1986,399443,2,,-1.0,2.0,
1987,399557,3,,,,
1988,400071,3,,,,
1989,400074,1,0.0,-1.0,,
1990,400096,1,8.0,-1.0,,
1991,400101,2,,-1.0,1.0,
1992,400635,2,,-1.0,5.0,
1993,400674,1,-1.0,4.0,,
1994,401337,2,,-1.0,4.0,
1995,401408,2,,5.0,-1.0,
1996,401456,1,6.0,-1.0,,
1997,401465,2,,-1.0,2.0,
1998,401497,3,,,,
1999,401579,3,,,,
2000,401637,1,9.0,-1.0,,
2001,402323,3,,,,
2002,402330,1,1.0,-1.0,,
2003,402476,1,-1.0,3.0,,
2004,402833,1,-1.0,0.0,,
2005,402874,3,,,,
2006,402885,1,-1.0,8.0,,
2007,402892,1,1.0,-1.0,,
2008,403014,3,,,,
2009,403315,1,9.0,-1.0,,
2010,403765,2,,9.0,-1.0,
2011,404108,2,,-1.0,9.0,
2012,404533,2,,-1.0,1.0,
2013,405069,2,,0.0,-1.0,
2014,405726,3,,,,
2015,405772,1,0.0,-1.0,,
2016,405945,1,3.0,-1.0,,
2017,406031,2,,7.0,-1.0,
2018,406132,3,,,,
2019,406182,2,,6.0,-1.0,
2020,406359,2,,-1.0,9.0,
2021,406375,2,,2.0,-1.0,
2022,406471,2,,5.0,-1.0,
2023,406597,1,-1.0,1.0,,
2024,407973,3,,,,
2025,408366,2,,1.0,-1.0,
2026,408409,3,,,,
2027,409351,3,,,,
2028,409423,3,,,,
2029,409973,3,,,,
2030,410217,1,-1.0,4.0,,
2031,410729,1,-1.0,4.0,,
2032,411103,3,,,,
2033,411292,2,,-1.0,8.0,
2034,411689,2,,1.0,-1.0,
2035,411749,1,4.0,-1.0,,
2036,411765,2,,4.0,-1.0,
2037,411769,1,4.0,-1.0,,
2038,412155,1,-1.0,5.0,,
2039,412284,3,,,,
2040,412692,2,,8.0,-1.0,
2041,412700,3,,,,
2042,412794,2,,4.0,-1.0,
2043,412894,3,,,,
2044,412996,3,,,,
2045,413155,3,,,,
2046,413243,3,,,,
2047,413260,1,-1.0,7.0,,
2048,413687,3,,,,
2049,413826,1,-1.0,3.0,,
2050,413875,2,,-1.0,1.0,
2051,414140,2,,-1.0,2.0,
2052,414336,1,3.0,-1.0,,
2053,414431,2,,-1.0,5.0,
2054,414617,1,6.0,-1.0,,
2055,414632,3,,,,
2056,414649,3,,,,
2057,414828,3,,,,
2058,414988,2,,5.0,-1.0,
2059,415355,1,7.0,-1.0,,
2060,415485,3,,,,
2061,415608,2,,6.0,-1.0,
2062,415693,3,,,,
2063,415867,3,,,,
2064,415934,3,,,,
2065,416098,1,8.0,-1.0,,
2066,416250,3,,,,
2067,416862,1,-1.0,1.0,,
2068,416869,1,-1.0,8.0,,
2069,417209,2,,7.0,-1.0,
2070,417250,2,,6.0,-1.0,
2071,417471,2,,3.0,-1.0,
2072,418017,3,,,,
2073,418192,1,6.0,-1.0,,
2074,418494,2,,0.0,-1.0,
2075,418714,1,-1.0,9.0,,
2076,419620,3,,,,
2077,419655,3,,,,
2078,419787,3,,,,
2079,419875,3,,,,
2080,420028,2,,-1.0,3.0,
2081,420050,2,,8.0,-1.0,
2082,420226,1,-1.0,3.0,,
2083,420573,2,,-1.0,2.0,
2084,420733,1,-1.0,1.0,,
2085,420853,2,,-1.0,5.0,
2086,421245,3,,,,
2087,421365,1,6.0,-1.0,,
2088,421614,1,-1.0,4.0,,
2089,421637,2,,-1.0,5.0,
2090,421732,3,,,,
2091,422143,3,,,,
2092,422156,2,,0.0,-1.0,
2093,422299,3,,,,
2094,422339,3,,,,
2095,422496,3,,,,
2096,422734,1,-1.0,2.0,,
2097,422797,1,1.0,-1.0,,
2098,422804,1,7.0,-1.0,,
2099,422994,3,,,,
2100,424137,1,1.0,-1.0,,
2101,424263,2,,7.0,-1.0,
2102,424268,3,,,,
2103,424374,2,,-1.0,8.0,
2104,426071,1,-1.0,5.0,,
2105,426074,3,,,,
2106,426963,2,,9.0,-1.0,
2107,427315,1,0.0,-1.0,,
2108,427362,2,,-1.0,8.0,
2109,427541,3,,,,
2110,427684,1,-1.0,5.0,,
2111,428016,3,,,,
2112,428050,1,7.0,-1.0,,
2113,428159,1,8.0,-1.0,,
2114,428562,1,4.0,-1.0,,
2115,428678,3,,,,
2116,429194,3,,,,
2117,429467,1,7.0,-1.0,,
2118,429903,1,2.0,-1.0,,
2119,430275,3,,,,
2120,430353,1,8.0,-1.0,,
2121,430434,2,,3.0,-1.0,
2122,430517,3,,,,
2123,430563,2,,7.0,-1.0,
2124,430813,3,,,,
2125,431195,1,0.0,-1.0,,
2126,431199,3,,,,
2127,431257,2,,-1.0,1.0,
2128,431314,2,,6.0,-1.0,
2129,431649,2,,2.0,-1.0,
2130,431766,2,,-1.0,9.0,
2131,431879,1,2.0,-1.0,,
2132,432100,1,-1.0,0.0,,
2133,432557,2,,-1.0,5.0,
2134,432648,2,,7.0,-1.0,
2135,432762,2,,-1.0,1.0,
2136,432800,1,0.0,-1.0,,
2137,432957,3,,,,
2138,433507,3,,,,
2139,433509,1,-1.0,6.0,,
2140,433604,3,,,,
2141,433631,2,,9.0,-1.0,
2142,433799,3,,,,
2143,434163,2,,0.0,-1.0,
2144,434274,1,-1.0,4.0,,
2145,434350,3,,,,
2146,434373,1,-1.0,0.0,,
2147,434583,3,,,,
2148,434678,2,,9.0,-1.0,
2149,434891,1,-1.0,9.0,,
2150,435022,3,,,,
2151,435058,1,-1.0,2.0,,
2152,435100,2,,6.0,-1.0,
2153,435551,2,,5.0,-1.0,
2154,435727,1,7.0,-1.0,,
2155,435766,3,,,,
2156,436293,3,,,,
2157,436349,1,-1.0,3.0,,
2158,436482,3,,,,
2159,436607,1,-1.0,3.0,,
2160,437456,3,,,,
2161,437677,1,-1.0,5.0,,
2162,437776,1,-1.0,2.0,,
2163,438057,2,,8.0,-1.0,
2164,438103,1,5.0,-1.0,,
2165,438416,2,,-1.0,2.0,
2166,438455,3,,,,
2167,438503,2,,2.0,-1.0,
2168,439021,1,-1.0,4.0,,
2169,439103,3,,,,
2170,439162,1,1.0,-1.0,,
2171,439201,1,-1.0,5.0,,
2172,439571,2,,2.0,-1.0,
2173,440736,2,,-1.0,2.0,
2174,441032,2,,2.0,-1.0,
2175,441347,2,,2.0,-1.0,
2176,441529,1,8.0,-1.0,,
2177,441757,3,,,,
2178,441930,1,-1.0,5.0,,
2179,442068,1,1.0,-1.0,,
2180,442339,2,,9.0,-1.0,
2181,442585,1,-1.0,8.0,,
2182,442690,2,,1.0,-1.0,
2183,443022,1,7.0,-1.0,,
2184,443364,1,-1.0,3.0,,
2185,443379,3,,,,
2186,443537,3,,,,
2187,443632,1,1.0,-1.0,,
2188,443804,1,0.0,-1.0,,
2189,444282,3,,,,
2190,444324,1,-1.0,1.0,,
2191,444562,2,,8.0,-1.0,
2192,444591,1,6.0,-1.0,,
2193,444997,1,8.0,-1.0,,
2194,445011,2,,-1.0,2.0,
2195,445144,3,,,,
2196,445179,1,3.0,-1.0,,
2197,445538,3,,,,
2198,445738,1,4.0,-1.0,,
2199,445849,2,,-1.0,5.0,
2200,446265,3,,,,
2201,446370,2,,-1.0,0.0,
2202,446504,3,,,,
2203,446517,3,,,,
2204,446706,2,,-1.0,2.0,
2205,446723,2,,6.0,-1.0,
2206,446739,1,9.0,-1.0,,
2207,446841,3,,,,
2208,446874,3,,,,
2209,446953,3,,,,
2210,446985,1,-1.0,8.0,,
2211,447160,1,-1.0,3.0,,
2212,447167,2,,1.0,-1.0,
2213,447312,1,5.0,-1.0,,
2214,447713,3,,,,
2215,448054,3,,,,
2216,448130,3,,,,
2217,448187,2,,-1.0,9.0,
2218,448203,3,,,,
2219,448246,1,8.0,-1.0,,
2220,448525,1,-1.0,6.0,,
2221,448562,1,4.0,-1.0,,
2222,448813,2,,5.0,-1.0,
2223,448844,1,7.0,-1.0,,
2224,449558,1,2.0,-1.0,,
2225,449769,3,,,,
2226,450042,1,-1.0,0.0,,
2227,450338,1,-1.0,0.0,,
2228,450657,3,,,,
2229,450725,2,,5.0,-1.0,
2230,450875,3,,,,
2231,450979,1,3.0,-1.0,,
2232,451370,3,,,,
2233,451421,3,,,,
2234,451463,3,,,,
2235,451602,1,4.0,-1.0,,
2236,451632,1,-1.0,7.0,,
2237,451710,2,,-1.0,3.0,
2238,451869,3,,,,
2239,452546,3,,,,
2240,452681,2,,-1.0,7.0,
2241,452706,2,,5.0,-1.0,
2242,452746,2,,-1.0,9.0,
2243,452996,1,-1.0,7.0,,
2244,453015,3,,,,
2245,453577,3,,,,
2246,453610,3,,,,
2247,453639,1,2.0,-1.0,,
2248,453651,3,,,,
2249,453711,1,-1.0,8.0,,
2250,453726,2,,-1.0,4.0,
2251,454028,1,8.0,-1.0,,
2252,454123,1,-1.0,2.0,,
2253,454244,3,,,,
2254,454253,1,2.0,-1.0,,
2255,454268,1,-1.0,8.0,,
2256,454365,2,,7.0,-1.0,
2257,454799,3,,,,
2258,455464,2,,0.0,-1.0,
2259,455563,3,,,,
2260,456589,3,,,,
2261,456637,2,,-1.0,2.0,
2262,456917,1,8.0,-1.0,,
2263,457120,3,,,,
2264,457282,3,,,,
2265,457570,1,-1.0,8.0,,
2266,457735,3,,,,
2267,457771,1,8.0,-1.0,,
2268,457812,2,,-1.0,2.0,
2269,457952,3,,,,
2270,458424,3,,,,
2271,458764,2,,-1.0,2.0,
2272,458942,1,4.0,-1.0,,
2273,459202,1,8.0,-1.0,,
2274,459299,3,,,,
2275,459361,1,-1.0,3.0,,
2276,459418,3,,,,
2277,460464,2,,8.0,-1.0,
2278,460757,3,,,,
2279,461166,3,,,,
2280,461384,1,1.0,-1.0,,
2281,461428,1,0.0,-1.0,,
2282,461462,2,,-1.0,8.0,
2283,461686,1,1.0,-1.0,,
2284,461706,1,-1.0,8.0,,
2285,461781,1,8.0,-1.0,,
2286,462044,3,,,,
2287,462087,1,-1.0,8.0,,
2288,462988,2,,-1.0,1.0,
2289,463035,1,4.0,-1.0,,
2290,463074,1,3.0,-1.0,,
2291,463085,2,,9.0,-1.0,
2292,463224,2,,7.0,-1.0,
2293,463348,3,,,,
2294,463452,1,8.0,-1.0,,
2295,463505,2,,-1.0,5.0,
2296,463520,3,,,,
2297,463643,1,5.0,-1.0,,
2298,463677,2,,-1.0,2.0,
2299,463769,3,,,,
2300,464510,1,6.0,-1.0,,
2301,464567,2,,-1.0,1.0,
2302,464704,1,-1.0,7.0,,
2303,464898,2,,-1.0,3.0,
2304,465017,2,,2.0,-1.0,
2305,465145,2,,7.0,-1.0,
2306,465268,2,,5.0,-1.0,
2307,465292,1,1.0,-1.0,,
2308,465353,2,,1.0,-1.0,
2309,465697,2,,-1.0,4.0,
2310,465910,2,,-1.0,5.0,
2311,466039,3,,,,
2312,466289,1,7.0,-1.0,,
2313,466290,1,2.0,-1.0,,
2314,466298,2,,-1.0,9.0,
2315,466348,2,,-1.0,3.0,
2316,467133,2,,-1.0,4.0,
2317,467251,2,,3.0,-1.0,
2318,467581,1,5.0,-1.0,,
2319,467716,1,2.0,-1.0,,
2320,467849,1,5.0,-1.0,,
2321,467998,3,,,,
2322,468221,2,,-1.0,0.0,
2323,468611,2,,-1.0,6.0,
2324,468855,1,9.0,-1.0,,
2325,469100,1,4.0,-1.0,,
2326,469157,3,,,,
2327,469496,1,-1.0,6.0,,
2328,470004,1,0.0,-1.0,,
2329,470310,3,,,,
2330,470460,3,,,,
2331,470487,2,,7.0,-1.0,
2332,470695,3,,,,
2333,470776,3,,,,
2334,470900,2,,-1.0,0.0,
2335,471346,1,-1.0,9.0,,
2336,471516,2,,-1.0,5.0,
2337,471902,2,,0.0,-1.0,
2338,471995,1,-1.0,2.0,,
2339,472063,2,,7.0,-1.0,
2340,472098,3,,,,
2341,472304,1,2.0,-1.0,,
2342,472956,3,,,,
2343,473051,2,,0.0,-1.0,
2344,473154,1,8.0,-1.0,,
2345,473335,1,-1.0,6.0,,
2346,473369,3,,,,
2347,473390,1,8.0,-1.0,,
2348,473448,2,,9.0,-1.0,
2349,473598,1,-1.0,9.0,,
2350,473815,1,0.0,-1.0,,
2351,474582,3,,,,
2352,475010,1,-1.0,2.0,,
2353,475096,3,,,,
2354,475356,1,-1.0,5.0,,
2355,475493,2,,8.0,-1.0,
2356,475688,2,,-1.0,6.0,
2357,475765,2,,0.0,-1.0,
2358,476003,2,,-1.0,9.0,
2359,476301,2,,7.0,-1.0,
2360,476349,1,-1.0,8.0,,
2361,476537,1,-1.0,8.0,,
2362,476694,3,,,,
2363,476744,2,,-1.0,0.0,
2364,476770,2,,-1.0,6.0,
2365,476983,1,-1.0,1.0,,
2366,477753,1,0.0,-1.0,,
2367,477753,2,,9.0,-1.0,
2368,477854,1,-1.0,0.0,,
2369,477940,2,,1.0,-1.0,
2370,478106,3,,,,
2371,478339,1,-1.0,2.0,,
2372,478431,3,,,,
2373,478845,2,,7.0,-1.0,
2374,478959,3,,,,
2375,479169,3,,,,
2376,479269,3,,,,
2377,479705,3,,,,
2378,480200,1,-1.0,7.0,,
2379,480420,3,,,,
2380,480462,1,1.0,-1.0,,
2381,480703,3,,,,
2382,480831,1,-1.0,8.0,,
2383,481136,2,,-1.0,6.0,
2384,481143,3,,,,
2385,481321,1,-1.0,6.0,,
2386,481436,2,,0.0,-1.0,
2387,481814,2,,7.0,-1.0,
2388,481843,3,,,,
2389,482168,2,,-1.0,5.0,
2390,482268,3,,,,
2391,482345,1,-1.0,6.0,,
2392,482602,2,,-1.0,7.0,
2393,482805,1,1.0,-1.0,,
2394,482944,1,-1.0,6.0,,
2395,482973,2,,-1.0,4.0,
2396,483078,3,,,,
2397,483237,3,,,,
2398,483401,2,,-1.0,8.0,
2399,483584,2,,-1.0,0.0,
2400,483687,1,-1.0,6.0,,
2401,483857,3,,,,
2402,483878,1,-1.0,8.0,,
2403,484037,3,,,,
2404,484081,1,6.0,-1.0,,
2405,484215,3,,,,
2406,484248,2,,-1.0,0.0,
2407,484398,1,4.0,-1.0,,
2408,484550,3,,,,
2409,484623,3,,,,
2410,484702,3,,,,
2411,485189,3,,,,
2412,485352,2,,-1.0,8.0,
2413,485575,1,3.0,-1.0,,
2414,485610,3,,,,
2415,485660,3,,,,
2416,485718,2,,5.0,-1.0,
2417,486263,1,-1.0,2.0,,
2418,486547,3,,,,
2419,486753,1,9.0,-1.0,,
2420,486900,1,4.0,-1.0,,
2421,486979,1,8.0,-1.0,,
2422,487160,3,,,,
2423,487397,1,-1.0,1.0,,
2424,487425,1,-1.0,1.0,,
2425,487890,2,,-1.0,9.0,
2426,488284,3,,,,
2427,488982,1,-1.0,4.0,,
2428,488985,3,,,,
2429,488989,1,-1.0,6.0,,
2430,489163,1,4.0,-1.0,,
2431,489410,1,3.0,-1.0,,
2432,489493,2,,5.0,-1.0,
2433,489630,1,-1.0,5.0,,
2434,489858,1,-1.0,9.0,,
2435,489912,2,,-1.0,5.0,
2436,490654,2,,-1.0,7.0,
2437,491292,1,-1.0,6.0,,
2438,491918,1,1.0,-1.0,,
2439,492074,2,,8.0,-1.0,
2440,492351,1,2.0,-1.0,,
2441,492594,3,,,,
2442,492708,1,-1.0,6.0,,
2443,492939,3,,,,
2444,493217,2,,-1.0,4.0,
2445,493393,2,,-1.0,4.0,
2446,493934,1,-1.0,5.0,,
2447,494014,2,,-1.0,9.0,
2448,494449,1,-1.0,4.0,,
2449,494519,3,,,,
2450,494601,3,,,,
2451,494659,2,,5.0,-1.0,
2452,494989,1,7.0,-1.0,,
2453,495170,3,,,,
2454,495248,1,-1.0,2.0,,
2455,495447,1,-1.0,4.0,,
2456,495626,1,-1.0,0.0,,
2457,495766,1,2.0,-1.0,,
2458,495910,3,,,,
2459,495941,3,,,,
2460,495969,1,-1.0,3.0,,
2461,496039,3,,,,
2462,496484,3,,,,
2463,496637,3,,,,
2464,496651,2,,3.0,-1.0,
2465,496709,2,,-1.0,0.0,
2466,497041,1,-1.0,8.0,,
2467,497074,3,,,,
2468,497199,2,,-1.0,0.0,
2469,497202,3,,,,
2470,497354,3,,,,
2471,497657,3,,,,
2472,497798,2,,7.0,-1.0,
2473,498016,3,,,,
2474,498019,3,,,,
2475,498123,2,,-1.0,7.0,
2476,498181,3,,,,
2477,498393,3,,,,
2478,498702,1,-1.0,6.0,,
2479,498807,2,,4.0,-1.0,
2480,498849,3,,,,
2481,498909,2,,5.0,-1.0,
2482,499102,1,-1.0,7.0,,
2483,499219,2,,-1.0,3.0,
2484,499622,1,-1.0,9.0,,
2485,499749,1,-1.0,8.0,,
2486,499804,1,5.0,-1.0,,
2487,500142,2,,1.0,-1.0,
2488,500184,3,,,,
2489,500332,1,2.0,-1.0,,
2490,500583,2,,-1.0,5.0,
2491,500881,3,,,,
2492,501508,1,8.0,-1.0,,
2493,501743,1,-1.0,2.0,,
2494,501781,1,-1.0,9.0,,
2495,501978,2,,3.0,-1.0,
2496,502027,2,,-1.0,0.0,
2497,502126,2,,5.0,-1.0,
2498,502376,1,-1.0,7.0,,
2499,502461,2,,6.0,-1.0,
2500,502528,3,,,,
2501,502536,1,-1.0,9.0,,
2502,502707,2,,0.0,-1.0,
2503,503356,1,2.0,-1.0,,
2504,503453,1,-1.0,5.0,,
2505,503524,1,3.0,-1.0,,
2506,503545,3,,,,
2507,503650,2,,6.0,-1.0,
2508,504078,3,,,,
2509,504893,2,,7.0,-1.0,
2510,504925,1,1.0,-1.0,,
2511,505414,1,8.0,-1.0,,
2512,505417,1,8.0,-1.0,,
2513,505447,3,,,,
2514,505575,1,-1.0,3.0,,
2515,505588,2,,-1.0,8.0,
2516,505593,1,8.0,-1.0,,
2517,505680,3,,,,
2518,505785,1,8.0,-1.0,,
2519,506621,2,,3.0,-1.0,
2520,506687,2,,9.0,-1.0,
2521,506753,1,-1.0,5.0,,
2522,506820,3,,,,
2523,506991,3,,,,
2524,507049,2,,9.0,-1.0,
2525,507206,3,,,,
2526,507309,3,,,,
2527,507389,3,,,,
2528,507743,1,5.0,-1.0,,
2529,508277,2,,3.0,-1.0,
2530,508664,1,-1.0,7.0,,
2531,508902,3,,,,
2532,509187,3,,,,
2533,509277,1,-1.0,0.0,,
2534,509374,1,-1.0,7.0,,
2535,509483,1,1.0,-1.0,,
2536,509662,1,3.0,-1.0,,
2537,509689,3,,,,
2538,509823,3,,,,
2539,509838,3,,,,
2540,510392,3,,,,
2541,510403,3,,,,
2542,510576,2,,0.0,-1.0,
2543,510577,2,,8.0,-1.0,
2544,510615,2,,-1.0,6.0,
2545,511213,2,,7.0,-1.0,
2546,511361,1,9.0,-1.0,,
2547,511527,2,,1.0,-1.0,
2548,511538,3,,,,
2549,511928,1,-1.0,1.0,,
2550,512107,2,,2.0,-1.0,
2551,512652,1,-1.0,8.0,,
2552,512694,2,,-1.0,6.0,
2553,512848,1,3.0,-1.0,,
2554,513149,2,,-1.0,9.0,
2555,513242,3,,,,
2556,513254,2,,2.0,-1.0,
